252; 9.22502384382418e-17; 263; 1.07e-14
252; 9.22502384382418e-17; 265; 1.07e-14
252; 9.22502384382418e-17; 263; 1.07e-14
252; 9.22502384382418e-17; 263; 1.07e-14
252; 9.22502384382418e-17; 262; 1.07e-14
252; 9.22502384382418e-17; 263; 1.07e-14
252; 9.22502384382418e-17; 263; 1.07e-14
252; 9.22502384382418e-17; 265; 1.07e-14
252; 9.22502384382418e-17; 265; 1.07e-14
252; 9.22502384382418e-17; 263; 1.07e-14
252; 9.22502384382418e-17; 263; 1.07e-14
252; 9.22502384382418e-17; 263; 1.07e-14
252; 9.22502384382418e-17; 269; 1.07e-14
252; 9.22502384382418e-17; 265; 1.07e-14
252; 9.22502384382418e-17; 262; 1.07e-14
252; 9.22502384382418e-17; 272; 1.07e-14
252; 9.22502384382418e-17; 269; 1.07e-14
252; 9.22502384382418e-17; 277; 1.07e-14
252; 9.22502384382418e-17; 266; 1.07e-14
252; 9.22502384382418e-17; 265; 1.07e-14
252; 9.22502384382418e-17; 265; 1.07e-14
252; 9.22502384382418e-17; 267; 1.07e-14
252; 9.22502384382418e-17; 267; 1.07e-14
252; 9.22502384382418e-17; 266; 1.07e-14
252; 9.22502384382418e-17; 265; 1.07e-14
252; 9.22502384382418e-17; 265; 1.07e-14
252; 9.22502384382418e-17; 266; 1.07e-14
252; 9.22502456200640e-17; 266; 3.28e-09
252; 9.22502465901481e-17; 265; 3.73e-09
252; 9.22503199573197e-17; 270; 3.73e-08
252; 9.22502456200640e-17; 264; 3.28e-09
252; 9.22502465901481e-17; 265; 3.73e-09
252; 9.22503199573197e-17; 269; 3.73e-08
252; 9.22502456200640e-17; 267; 3.28e-09
252; 9.22502465901481e-17; 270; 3.73e-09
252; 9.22503199573197e-17; 267; 3.73e-08
252; 9.22502456200640e-17; 265; 3.28e-09
252; 9.22502465901481e-17; 266; 3.73e-09
252; 9.22503199573197e-17; 268; 3.73e-08
252; 9.22502456200640e-17; 264; 3.28e-09
252; 9.22502465901481e-17; 268; 3.73e-09
252; 9.22503199573197e-17; 265; 3.73e-08
252; 9.22502456200640e-17; 265; 3.28e-09
252; 9.22502465901481e-17; 266; 3.73e-09
252; 9.22503199573197e-17; 265; 3.73e-08
252; 9.22502456200640e-17; 264; 3.28e-09
252; 9.22502465901481e-17; 264; 3.73e-09
252; 9.22503199573197e-17; 266; 3.73e-08
252; 9.22502456200640e-17; 268; 3.28e-09
252; 9.22502465901481e-17; 266; 3.73e-09
252; 9.22503199573197e-17; 267; 3.73e-08
252; 9.22502456200640e-17; 267; 3.28e-09
252; 9.22502465901481e-17; 267; 3.73e-09
252; 9.22503199573197e-17; 270; 3.73e-08
338; 9.61736554637245e-17; 351; 5.58e-01
361; 9.91709577514311e-17; 377; 7.04e-01
4999; 1.31583238028822e-01; 2303; 6.83e-01
338; 9.61736554637245e-17; 351; 5.58e-01
361; 9.91709577514311e-17; 371; 7.04e-01
4999; 1.31583238028822e-01; 2207; 6.83e-01
338; 9.61736554637245e-17; 346; 5.58e-01
361; 9.91709577514311e-17; 416; 7.04e-01
4999; 1.31583238028822e-01; 2202; 6.83e-01
338; 9.61736554637245e-17; 346; 5.58e-01
361; 9.91709577514311e-17; 371; 7.04e-01
4999; 1.31583238028822e-01; 2196; 6.83e-01
338; 9.61736554637245e-17; 349; 5.58e-01
361; 9.91709577514311e-17; 371; 7.04e-01
4999; 1.31583238028822e-01; 2205; 6.83e-01
338; 9.61736554637245e-17; 349; 5.58e-01
361; 9.91709577514311e-17; 371; 7.04e-01
4999; 1.31583238028822e-01; 2196; 6.83e-01
338; 9.61736554637245e-17; 348; 5.58e-01
361; 9.91709577514311e-17; 371; 7.04e-01
4999; 1.31583238028822e-01; 2194; 6.83e-01
338; 9.61736554637245e-17; 350; 5.58e-01
361; 9.91709577514311e-17; 375; 7.04e-01
4999; 1.31583238028822e-01; 2195; 6.83e-01
338; 9.61736554637245e-17; 347; 5.58e-01
361; 9.91709577514311e-17; 370; 7.04e-01
4999; 1.31583238028822e-01; 2192; 6.83e-01
