185; 5.91865443100841e-17; 20515; 8.32e-15
185; 5.91865443100841e-17; 20512; 8.32e-15
185; 5.91865443100841e-17; 20390; 8.32e-15
185; 5.91865443100841e-17; 20319; 8.32e-15
185; 5.91865443100841e-17; 20312; 8.32e-15
185; 5.91865443100841e-17; 20369; 8.32e-15
185; 5.91865443100841e-17; 20297; 8.32e-15
185; 5.91865443100841e-17; 20284; 8.32e-15
185; 5.91865443100841e-17; 20275; 8.32e-15
193; 3.54300832252578e-17; 21013; 6.33e-15
193; 3.54300832252578e-17; 21106; 6.33e-15
193; 3.54300832252578e-17; 21095; 6.33e-15
193; 3.54300832252578e-17; 21128; 6.33e-15
193; 3.54300832252578e-17; 21095; 6.33e-15
193; 3.54300832252578e-17; 21089; 6.33e-15
193; 3.54300832252578e-17; 21111; 6.33e-15
193; 3.54300832252578e-17; 21102; 6.33e-15
193; 3.54300832252578e-17; 21170; 6.33e-15
199; 9.77307187104923e-17; 18320; 6.58e-15
199; 9.77307187104923e-17; 18325; 6.58e-15
199; 9.77307187104923e-17; 18240; 6.58e-15
199; 9.77307187104923e-17; 18295; 6.58e-15
199; 9.77307187104923e-17; 18388; 6.58e-15
199; 9.77307187104923e-17; 18233; 6.58e-15
199; 9.77307187104923e-17; 18211; 6.58e-15
199; 9.77307187104923e-17; 18195; 6.58e-15
199; 9.77307187104923e-17; 18184; 6.58e-15
185; 5.91865443100841e-17; 20288; 8.32e-15
185; 5.91865443100841e-17; 20280; 8.32e-15
185; 5.91865443100841e-17; 20306; 8.32e-15
185; 5.91865443100841e-17; 20273; 8.32e-15
185; 5.91865443100841e-17; 20272; 8.32e-15
185; 5.91865443100841e-17; 20283; 8.32e-15
185; 5.91865443100841e-17; 20270; 8.32e-15
185; 5.91865443100841e-17; 20292; 8.32e-15
185; 5.91865443100841e-17; 20330; 8.32e-15
193; 3.54300832252578e-17; 21082; 6.33e-15
193; 3.54300832252578e-17; 21098; 6.33e-15
193; 3.54300832252578e-17; 21072; 6.33e-15
193; 3.54300832252578e-17; 21100; 6.33e-15
193; 3.54300832252578e-17; 21078; 6.33e-15
193; 3.54300832252578e-17; 21017; 6.33e-15
193; 3.54300832252578e-17; 21040; 6.33e-15
193; 3.54300832252578e-17; 21013; 6.33e-15
193; 3.54300832252578e-17; 21012; 6.33e-15
199; 9.77307187104923e-17; 21271; 6.58e-15
199; 9.77307187104923e-17; 21277; 6.58e-15
199; 9.77307187104923e-17; 21291; 6.58e-15
199; 9.77307187104923e-17; 21288; 6.58e-15
199; 9.77307187104923e-17; 21209; 6.58e-15
199; 9.77307187104923e-17; 21472; 6.58e-15
199; 9.77307187104923e-17; 21327; 6.58e-15
199; 9.77307187104923e-17; 21388; 6.58e-15
199; 9.77307187104923e-17; 21383; 6.58e-15
185; 6.08543007642363e-17; 20417; 3.48e-03
185; 6.10853484788894e-17; 20300; 3.95e-03
185; 8.14056676219134e-17; 20278; 4.12e-02
185; 6.08543007642363e-17; 20300; 3.48e-03
185; 6.10853484788894e-17; 20287; 3.95e-03
185; 8.14056676219134e-17; 20255; 4.12e-02
185; 6.08543007642363e-17; 20284; 3.48e-03
185; 6.10853484788894e-17; 20264; 3.95e-03
185; 8.14056676219134e-17; 20253; 4.12e-02
193; 3.54409509964762e-17; 21033; 3.46e-05
193; 3.54424306980746e-17; 21019; 3.93e-05
193; 3.55125916706420e-17; 20946; 3.93e-04
193; 3.54409509964762e-17; 21032; 3.46e-05
193; 3.54424306980746e-17; 21002; 3.93e-05
193; 3.55125916706420e-17; 20978; 3.93e-04
193; 3.54409509964762e-17; 21030; 3.46e-05
193; 3.54424306980746e-17; 21014; 3.93e-05
193; 3.55125916706420e-17; 20981; 3.93e-04
199; 9.77266966644237e-17; 21282; 4.33e-07
199; 9.77293492610814e-17; 21291; 4.92e-07
199; 9.77288684813294e-17; 21243; 4.92e-06
199; 9.77266966644237e-17; 21299; 4.33e-07
199; 9.77293492610814e-17; 21273; 4.92e-07
199; 9.77288684813294e-17; 21248; 4.92e-06
199; 9.77266966644237e-17; 21321; 4.33e-07
199; 9.77293492610814e-17; 21306; 4.92e-07
199; 9.77288684813294e-17; 21232; 4.92e-06
